name;description;year;manufacturer;width;height;rotate
tpp311;TPP-311 (MSX2);19??;Talent;543;567;0
tps312;TPS-312 (MSX2);19??;Talent;543;567;0
tqst;Treasure Quest;199?;JPM;400;300;0
tr175;TR-175 II;1982;Relisys;720;416;0
trackfld;Track & Field;1983;Konami;256;224;0
trailblz;Trail Blazer;1987;Coinmaster;368;256;0
tranqgun;Tranquillizer Gun;1980;Sega;256;224;270
transfrm;Transformer;1986;Sega;256;192;0
travrusa;Traverse USA / Zippy Race;1983;Irem;240;256;270
trbwtchs;Trouble Witches AC (v1.00J);2008;Adventure Planning Service/Studio SiestA;640;480;0
trckydoc;Tricky Doc (set 1);1987;Tecfri;240;224;0
treacity;Treasure City (Ver. 208);1997;Subsino (American Alpha license);512;240;0
treamary;Treasure Mary;200?;Subsino;512;240;0
trebltop;Treble Top (39-360-070);1991;BFM;512;256;0
trek_201;Star Trek 25th Anniversary (2.01);1992;Data East;128;16;0
tricep;Tricep;1985;Morrow Designs;640;240;0
tricktrp;Trick Trap (World?);1987;Konami;280;224;90
triforce;Triforce Bios;2002;Sega;640;480;0
triothep;Trio The Punch - Never Forget Me... (World);1989;Data East Corporation;256;240;0
tripdraw;Tripple Draw (V3.1 s);1981;Status Games;320;240;0
triplep;Triple Punch (set 1);1982;K.K. International;256;224;90
triplew1;Mahjong Triple Wars (Japan);1989;Nichibutsu;640;240;180
triplew2;Mahjong Triple Wars 2 (Japan);1990;Nichibutsu;640;240;180
triplhnt;Triple Hunt;1977;Atari;256;240;0
tripool;Tri-Pool (Casino Tech);1981;Noma (Casino Tech license);256;224;90
trisport;Tri-Sports;1989;Bally Midway;512;480;270
trivia;Trivia (Rev B) [TTL];1975;Ramtek;455;262;0
triviabb;Trivial Pursuit (Baby Boomer Edition) (3/20/85);1984;Bally/Sente;256;240;0
triviaes;Trivial Pursuit (Volumen III, Spanish, Maibesa license);1987;Bally/Sente (Maibesa license);256;240;0
triviaes4;Trivial Pursuit (Volumen IV, Spanish, Maibesa hardware);1988;Bally/Sente (Maibesa license);256;240;0
triviaes5;Trivial Pursuit (Volumen V, Spanish, Maibesa hardware);19??;Bally/Sente (Maibesa license);256;240;0
triviag1;Trivial Pursuit (Think Tank - Genus Edition) (set 1);1984;Bally/Sente;256;240;0
triviag2;Trivial Pursuit (Genus II Edition);1984;Bally/Sente;256;240;0
trivialp;Trivial Pursuit (New Edition) (prod. 1D);1996;JPM;400;300;0
triviasp;Trivial Pursuit (All Star Sports Edition);1984;Bally/Sente;256;240;0
triviayp;Trivial Pursuit (Young Players Edition);1984;Bally/Sente;256;240;0
trivquiz;Triv Quiz;1984;Status Games;320;240;0
trivrus;Trivia R Us (v1.07);2009;AGT;320;240;0
trkfldch;Track & Field Challenge;2007;Konami;320;240;0
troangel;Tropical Angel;1983;Irem;240;240;0
trobocop2;Robocop 2 (handheld);1990;Tiger Electronics;1487;1080;0
trobocop3;Robocop 3 (handheld);1992;Tiger Electronics;1464;1080;0
trog;Trog (rev LA5 03/29/91);1990;Midway;410;256;0
trojan;Trojan (US set 1);1986;Capcom;256;240;0
tron;Tron (8/9);1982;Bally Midway;512;480;90
trophyh;Trophy Hunting - Bear & Moose V1.00;2002;Sammy USA Corporation;320;240;0
trs80;TRS-80 Model I (Level I Basic);1977;Tandy Radio Shack;384;192;0
trs80dt1;TRS-80 DT-1;1989;Radio Shack;480;256;0
trs80l2;TRS-80 Model I (Level II Basic);1978;Tandy Radio Shack;384;192;0
trs80m2;TRS-80 Model II;1979;Tandy Radio Shack;640;480;0
trs80m3;TRS-80 Model III;1980;Tandy Radio Shack;640;240;0
trshutvoy;Shuttle Voyage;1983;Tronica;1496;1080;0
trsm100;TRS-80 Model 100;1983;Tandy Radio Shack;240;64;0
trsrescue;Space Rescue;1982;Tronica;1533;1080;0
trstar;Top Ranking Stars (Ver 2.1O 1993/05/21) (New Version);1993;Taito Corporation Japan;320;232;0
trstar2k;Triple Star 2000;200?;A.M.;512;256;0
truckk;Truck Kyosokyoku (Japan, TKK2/VER.A);2000;Metro / Namco;640;480;0
truco;Truco-Tron;198?;Playtronic SRL;256;192;0
trucocl;Truco Clemente;1991;Miky SRL;256;256;0
truxton;Truxton / Tatsujin;1988;Toaplan / Taito Corporation;320;240;270
truxton2;Truxton II / Tatsujin Oh;1992;Toaplan;320;240;270
trvchlng;Trivia Challenge;1985;Joyland (Senko license);256;224;90
trvhang;Trivia Hangup (question set 1);1984;SMS Manufacturing Corp.;432;256;0
trvhanga;Trivia Hangup (question set 2);1984;SMS Manufacturing Corp.;432;256;0
trvmadns;Trivia Madness - Series A Question set;1985;Thunderhead Inc.;248;240;0
trvmstr;Trivia Master (set 1);1985;Enerdyne Technologies Inc.;288;224;90
trvquest;Trivia Quest;1984;Sunn / Techstar;256;256;90
trvwz2;Trivia ? Whiz (6221-05, Edition 2);1985;Merit;512;256;90
trvwz3h;Trivia ? Whiz (6221-05, Edition 3);1985;Merit;512;256;0
trvwz4;Trivia ? Whiz (6221-13, U5-0B Edition 4);1985;Merit;512;256;90
trvwzh;Trivia ? Whiz (6221-00);1985;Merit;512;256;0
tryout;Pro Baseball Skill Tryout (Japan);1985;Data East Corporation;256;240;90
ts1;TS-1 (v2.13.0);1980;Falco Data Products;640;300;0
ts2624;TS-2624;1982;Falco Data Products;640;286;0
ts802;TS802;1982;Televideo;640;240;0
ts803h;TS803H;1983;Televideo;640;240;0
ts816;TS816;1980;Televideo;640;240;0
ts_handy11;Handy Boy 11-in-1 (TV Play Power);2001;Techno Source;256;240;0
ts_lx5;The Shadow (LX-5);1995;Bally;512;128;0
tsamurai;Samurai Nihon-Ichi (set 1);1985;Kaneko / Taito;256;224;90
tsarevna;Tsarevna (v1.29);2004;Kupidon;512;256;0
tsclass;Trap Shoot Classic (v1.0 21-mar-1997);1997;Creative Electronics And Software;256;64;0
tsddragon;Super Double Dragon (handheld);1993;Tiger Electronics (licensed from Technos);1503;1080;0
tsf2010;Street Fighter 2010 - The Final Fight (handheld);1990;Tiger Electronics (licensed from Capcom);1465;1080;0
tsfight2;Street Fighter II (handheld);1993;Tiger Electronics (licensed from Capcom);1444;1080;0
tshadow;The Shadow (handheld);1994;Tiger Electronics;1484;1080;0
tsharr2;Space Harrier II (handheld);1990;Tiger Electronics (licensed from Sega);1493;1080;0
tshingen;Shingen Samurai-Fighter (Japan, English);1988;Jaleco;256;224;0
tshoot;Turkey Shoot (prototype);1984;Williams;276;240;0
tsjam;Space Jam (handheld);1996;Tiger Electronics;1421;1080;0
tskelwarr;Skeleton Warriors - The Dark Crusade (handheld);1994;Tiger Electronics;1444;1080;0
tsonic;Sonic The Hedgehog (handheld);1992;Tiger Electronics (licensed from Sega);1517;1080;0
tsonic2;Sonic The Hedgehog 2 (handheld);1993;Tiger Electronics (licensed from Sega);1475;1080;0
tspidman;Spider-Man (handheld, Tiger 1991 version);1991;Tiger Electronics;1440;1080;0
tstrider;Strider (handheld);1990;Tiger Electronics (licensed from Capcom);1479;1080;0
tstrike;Thunder Strike (set 1);1991;East Coast Coin Company;256;240;0
tsukande;Tsukande Toru Chicchi;1995;Konami;320;224;0
tswampt;Swamp Thing (handheld);1991;Tiger Electronics;1450;1080;0
tt030;TT030 (USA);1990;Atari;512;312;0
ttblock;T.T Block [TTL];1977;Taito;455;262;0
ttchamp;Table Tennis Champions;1995;Gamart;320;200;0
tti;unknown TTI SCSI host adapter;1989;Transitional Technology Inc;640;240;0
ttransf2;Transformers - Generation 2 (handheld);1993;Tiger Electronics;1476;1080;0
ttsracec;T.T. Speed Race CL [TTL];1978;Taito;455;262;0
ttt_10;Ticket Tac Toe (1.0);1996;Williams;512;128;0
tturf;Tough Turf (set 2, Japan) (8751 317-0104);1989;Sega / Sunsoft;320;224;0
ttv_lotr;Lord Of The Rings - Warrior of Middle-Earth;2005;Tiger / SSD Company LTD;256;224;0
ttv_mx;MX Dirt Rebel;2005;Tiger / SSD Company LTD;256;224;0
ttv_sw;Star Wars Saga Edition - Lightsaber Battle Game;2005;Tiger / SSD Company LTD;256;224;0
tubep;Tube Panic;1984;Nichibutsu / Fujitek;256;224;0
tugboat;Tugboat;1982;Enter-Tech, Ltd.;240;224;90
tumblep;Tumble Pop (World);1991;Data East Corporation;320;240;0
tunhunt;Tunnel Hunt;1979;Atari;256;240;90
tuningrc;Gaelco Championship Tuning Race;2005;Gaelco;512;256;0
turbo;Turbo (program 1513-1515);1981;Sega;512;224;270
turbofrc;Turbo Force (World, set 1);1991;Video System Co.;352;240;270
turbosub;Turbo Sub (prototype rev. TSCA);1985;Entertainment Sciences;512;384;0
turbotag;Turbo Tag (prototype);1985;Bally Midway;480;480;90
turkhunt;Turkey Hunting USA V1.00;2001;Sammy USA Corporation;320;240;0
turrett;Turret Tower;2001;Dell Electronics (Namco license);336;244;0
turtles;Turtles;1981;Konami (Stern Electronics license);768;224;90
turtship;Turtle Ship (North America);1988;Philko (Sharp Image license);384;224;0
tutankhm;Tutankham;1982;Konami;768;224;90
tutor;Tomy Tutor;1983?;Tomy;280;216;0
tutstomb;Tut's Tomb;1996;Island Design;320;200;0
tv21;T.V. 21;197?;A-1 Supply;455;262;0
tv21_3;T.V. 21 III;197?;A-1 Supply;455;262;0
tv910;TeleVideo Model 910;1981;TeleVideo Systems;640;240;0
tv912c;TVI-912C;1978;TeleVideo Systems;1120;240;0
tv924;TeleVideo 924 Video Display Terminal;1984;TeleVideo Systems;1280;250;0
tv950;Model 950 Video Display Terminal;1981;TeleVideo;1120;250;0
tv955;TeleVideo 955;1985;TeleVideo Systems;720;364;0
tv965;TeleVideo 965;1989;TeleVideo Systems;800;416;0
tv990;TeleVideo 990;1992;TeleVideo;1280;800;0
tv995;TeleVideo 995-65;1994;TeleVideo;1280;800;0
tvboyii;TV Boy II (PAL);199?;Systema;176;259;0
tvc64;TVC 64;1985;Videoton;512;240;0
tvcapcom;Tatsunoko Vs Capcom : Cross Generation of Heroes;2008;Capcom;640;480;0
tvgame;Z80 TV Game System;2011;Mr. Isizu;216;213;0
tvgogo;GoGo TV Video Vision;2005;Toyquest;320;240;0
tvindictr;Vindicators (handheld);1989;Tiger Electronics (licensed from Tengen);1459;1080;0
tvpoker;T.V. Poker;197?;A-1 Supply;455;262;0
tvsprt10;TV Sports 10-in-1 / Decathlon Atlhetic Sport Games;2006;Simba / V-Tac Technology Co Ltd.;320;240;0
twcup90;Tecmo World Cup '90 (World set 1);1989;Tecmo;256;224;0
twcup94;Tecmo World Cup '94 (set 1);1994;Tecmo;320;224;0
twinactn;Twin Action;1995;Afega;256;224;0
twinadv;Twin Adventure (World);1995;Barko Corp.;256;224;0
twinbee;TwinBee (ROM version);1985;Konami;256;224;90
twinbrat;Twin Brats (set 1);1995;Elettronica Video-Games S.R.L.;328;240;0
twincobr;Twin Cobra (World);1987;Toaplan / Taito Corporation;320;240;270
twineag2;Twin Eagle II - The Rescue Mission;1994;Seta;336;240;270
twineagl;Twin Eagle - Revenge Joe's Brother;1988;Seta (Taito license);384;240;270
twinfalc;Twin Falcons;1989;Philko (Poara Enterprises license);384;224;0
twinhawk;Twin Hawk (World);1989;Taito Corporation Japan;384;224;270
twinkle;Twinkle;1997;SemiCom / Tirano;256;224;0
twinktmb;Twinkle Tale (bootleg of Megadrive version);1993;bootleg / Sega;256;224;0
twinqix;Twin Qix (Ver 1.0A 1995/01/17, prototype);1995;Taito America Corporation;320;224;0
twins;Twins;1993;Ecogames;320;204;0
twinsqua;Twin Squash;1991;Sega;256;224;0
twotiger;Two Tigers (dedicated);1984;Bally Midway;512;480;0
twst_405;Twister (4.05);1996;Sega;128;32;0
twworld;Wayne's World (handheld);1992;Tiger Electronics;1429;1080;0
tx0_64kw;TX-0 original demonstrator (64 kWords of RAM);1956;MIT;896;672;0
tx1;TX-1 (World);1983;Tatsumi (Atari/Namco/Taito license);256;240;0
tx1;TX-1 (World);1983;Tatsumi (Atari/Namco/Taito license);256;240;0
tx1;TX-1 (World);1983;Tatsumi (Atari/Namco/Taito license);256;240;0
txmen;X-Men (handheld);1991;Tiger Electronics;1467;1080;0
txmenpx;X-Men - Project X (handheld);1993;Tiger Electronics;1464;1080;0
tylz;Tylz (prototype);1982;Mylstar;256;240;0
tz_92;Twilight Zone (9.2);1998;Bally;128;32;0
uballoon;Ultra Balloon;1996;SunA (Unico license);256;224;0
uccops;Undercover Cops (World);1992;Irem;320;240;0
uchroma68;Micro Chroma 68;1980;Motorola;320;240;0
uchuuai;Mahjong Uchuu yori Ai wo komete (Japan);1989;Nichibutsu;640;240;180
ucytokyu;Uchuu Tokkyuu Medalian;1997;Sigma;320;240;0
ufombs;UFO Master-Blaster Station;1979;Bambino;243;1080;0
uforobot;UFO Robot (Ver 1.0 Rev A);2001;Nazionale Elettronica;512;256;0
ufosensi;Ufo Senshi Yohko Chan (MC-8123, 317-0064);1988;Sega;512;224;0
uknc;UKNC;1987;<unknown>;640;480;0
ultarctc;Ultimate Arctic Thunder;2001;Midway Games;640;480;0
ultennis;Ultimate Tennis;1993;Art & Magic;320;256;0
ultracin;Waku Waku Ultraman Racing;1996;Sega;320;224;0
ultraman;Ultraman (Japan);1991;Banpresto / Bandai;288;224;0
ultramhm;Ultra Maru-hi Mahjong (Japan);1993;Apple;640;240;0
ultratnk;Ultra Tank;1978;Atari (Kee Games);256;224;0
ultrax;Ultra X Weapons / Ultra Keibitai;1995;Banpresto / Tsuburaya Productions / Seta;336;240;270
umanclub;Ultraman Club - Tatakae! Ultraman Kyoudai!!;1992;Banpresto / Tsuburaya Productions;384;240;0
umipoker;Umi de Poker / Marine Paradise (Japan);1997;World Station Co.,LTD;320;240;0
umk3;Ultimate Mortal Kombat 3 (rev 1.2);1994;Midway;400;254;0
unclepoo;Uncle Poo;1983;Diatec;256;240;90
undrfire;Under Fire (World);1993;Taito Corporation Japan;320;232;0
unichamp;Champion 2711;1977;Unisonic;174;112;0
unior;Unior;19??;<unknown>;640;200;0
unistar;Unistar 200 Terminal;198?;Callan Data Systems;720;325;0
uniwars;UniWar S;1980;Irem;768;224;90
unkh8gam;unknown H8 Italian gambling game;200?;<unknown>;512;256;0
unkhorse;unknown Japanese horse gambling game;1981?;<unknown>;256;240;270
unkitpkr;unknown Italian poker game;198?;<unknown>;256;256;0
unkm1;unknown Sega gambling game (M1 Satellite board);1992;Sega;496;384;0
unkmandd;unknown M&D handheld;200?;M&D;320;240;0
unkpacg;unknown 'Pac-Man' gambling game;199?;<unknown>;256;224;0
unkpoker;unknown 1980 poker game;1980?;<unknown>;256;256;0
unks10md;unknown Namco System 10 medal game (MTL1 SPR0B);200?;Namco;640;480;0
unksig;unknown 'Space Invaders' gambling game (set 1);199?;<unknown>;256;224;0
unsquad;U.N. Squadron (USA);1989;Capcom;384;224;0
untoucha;Untouchable (Ver. 2.10);1987;Dynax;512;243;0
uopoko;Puzzle Uo Poko (International);1998;Cave (Jaleco license);320;240;0
upndown;Up'n Down (315-5030);1983;Sega;512;224;270
upscope;Up Scope;1986;Grand Products;724;483;0
urashima;Otogizoushi Urashima Mahjong (Japan);1989;UPL;256;224;0
usagiol;Usagi Online (v2.04J);2005;Taito Corporation/Warashi;640;480;0
usclssic;U.S. Classic;1989;Seta;384;240;270
usg32;Super Duper Casino (California V3.2);1987;U.S. Games;400;248;0
usgames;Games V25.4X;1992;U.S. Games;400;248;0
usvsthem;Us vs. Them;1984;Mylstar;704;480;0
utoukond;Ultra Toukon Densetsu (Japan);1993;Banpresto / Tsuburaya Productions;384;224;0
uts20;UTS-20;1980;Sperry Univac;720;350;0
uzebox;Uzebox;2010;Belogic;720;448;0
v0bowl;unknown VRender0+ bowling game;200?;A1 Amusement One;320;240;0
v100;Visual 100;1980;Visual Technology;1980;240;0
v102;Visual 102;1984;Visual Technology;800;300;0
v1050;Visual 1050;1983;Visual Technology Inc;640;400;0
v200;Voyage 200 PLT;2002;Texas Instruments;240;128;0
v4big40;Big 40 Poker (Bwb) (MPU4 Video);199?;BwB;504;296;0
v4bigfrt;Big Fruits (v2.0?) (MPU4 Video);199?;BwB;504;296;0
v4blox;Blox (v2.0) (MPU4 Video);199?;BwB;504;296;0
v4bubbnk;Bubbly Bonk (v4.0?) (MPU4 Video);199?;BwB;504;296;0
v4bulblx;Bullion Blox (Bwb) (MPU4 Video);199?;BwB;504;296;0
v4cshinf;Cash Inferno (Bwb) (MPU4 Video);199?;BwB;504;296;0
v4cybcas;Cyber Casino (Nova) (MPU4 Video);199?;Nova;504;296;0
v4dbltak;Double Take (Bwb) (MPU4 Video);199?;BwB;504;296;0
v4dealem;Deal 'Em (MPU4 Conversion Kit, v7.0);1987;Zenitone;320;248;0
v4gldrsh;Gold Rush (Bwb) (MPU4 Video);199?;BwB;504;296;0
v4mazbel;Mazooma Belle (v2.5) (MPU4 Video);199?;BwB;504;296;0
v4mazbla;Mazooma Belle (v1.5) (MPU4 Video);199?;BwB;504;296;0
v4mdice;Miami Dice (Bwb) (MPU4 Video);199?;BwB;504;296;0
v4megbuk;Megabucks Poker (Bwb) (MPU4 Video);199?;BwB;504;296;0
v4miami;Miami Dice (Nova) (MPU4 Video);199?;Nova;504;296;0
v4missis;Mississippi Lady (Nova) (MPU4 Video);199?;Nova;504;296;0
v4monte;Monte Carlo Or Bust (Bwb) (MPU4 Video);199?;BwB;504;296;0
v4ovrmn3;Over Moon Pt3 (Bwb) (MPU4 Video);199?;BwB;504;296;0
v4picdil;Piccadilly Nights (Nova) (MPU4 Video);199?;Nova;504;296;0
v4psi;Prize Space Invaders (v1.1) (MPU4 Video);199?;BwB;504;296;0
v4psi14d;Prize Space Invaders (v1.4D?) (MPU4 Video);199?;BwB;504;296;0
v4psi20d;Prize Space Invaders (v2.0D?) (MPU4 Video);199?;BwB;504;296;0
v4psi214;Prize Space Invaders (v2.14?) (MPU4 Video);199?;BwB;504;296;0
v4psia;Prize Space Invaders (v1.2) (MPU4 Video);199?;BwB;504;296;0
v4psib;Prize Space Invaders (v2.0?) (MPU4 Video);199?;BwB;504;296;0
v4pztet;Prize Tetris (Bwb) (MPU4 Video, set 1);199?;BwB;504;296;0
v4redhtp;Red Hot Poker (20p/10GBP Cash, release 3) (MPU4 Video);199?;BwB;504;296;0
v4rencas;Reno Casino (Bwb) (MPU4 Video);199?;BwB;504;296;0
v4reno;Reno Reels (20p/10GBP Cash, release A) (MPU4 Video);1996;BwB;504;296;0
v4rhmaz;Red Hot Mazooma Belle (Bwb) (MPU4 Video);199?;BwB;504;296;0
v4shpwnd;Shop Window (v2.0) (MPU4 Video);199?;BwB;504;296;0
v4sixx;6-X (Bwb) (MPU4 Video);199?;BwB;504;296;0
v4sunbst;Sunburst (Bwb) (MPU4 Video);199?;BwB;504;296;0
v4tetrs;BwB Tetris v 2.2 (MPU4 Video);199?;BwB;504;296;0
v4tetrs1;BwB Tetris v 1.0? (MPU4 Video);199?;BwB;504;296;0
v4timebn;Time Bandit (Bwb) (MPU4 Video);199?;BwB;504;296;0
v4vgpok;Vegas Poker (prototype, release 2) (MPU4 Video);199?;BwB;504;296;0
v550;Visual 550;1982;Visual Technology;1520;272;0
v6809;Vegas 6809;1982;Microkit;640;480;0
valkyrie;Valkyrie no Densetsu (Japan);1989;Namco;288;224;90
valtric;Valtric;1986;NMK (Jaleco license);256;224;270
vamphalf;Vamf x1/2 (Europe, version 1.1.0908);1999;Danbi / F2 System;320;236;0
van32;Mephisto Vancouver 32 Bit;1991;Hegener + Glaser;96;16;0
vandyke;Vandyke (Japan);1990;UPL;256;224;270
vangrd2;Vanguard II;1984;SNK;288;216;270
vanguard;Vanguard (SNK);1981;SNK;256;224;90
vanilla;Mahjong Vanilla Syndrome (Japan);1991;Nichibutsu;640;240;180
vanvan;Van-Van Car;1983;Sanritsu;256;224;270
vaportra;Vapor Trail - Hyper Offence Formation (World revision 1);1989;Data East Corporation;256;240;270
vaportrx;Vapor TRX;1998;Atari Games;640;480;0
varth;Varth: Operation Thunderstorm (World 920714);1992;Capcom;384;224;270
vasara;Vasara;2000;Visco;336;240;270
vasara2;Vasara 2 (set 1);2001;Visco;336;240;270
vastar;Vastar (set 1);1983;Orca (Sesame Japan license);256;224;90
vax785;VAX-11/785;1984;Digital Equipment Corporation;640;240;0
vbaby;V.Baby;200?;VTech;640;480;0
vball;U.S. Championship V'ball (US);1988;Technos Japan;256;240;0
vbowl;Virtua Bowling (World, V101XCM);1996;IGS;512;240;0
vboy;Virtual Boy;1995;Nintendo;384;224;0
vboy;Virtual Boy;1995;Nintendo;384;224;0
vc4000;Interton Electronic VC 4000;1978;Interton;177;270;0
vcarn;Video Carnival 1999 / Super Royal Card (Version 0.11);1998;Electronic Projects;512;240;0
vcircle;Vicious Circle (prototype);1996;Atari Games;360;240;0
vcombat;Virtual Combat;1993;VR8 Inc.;256;208;0
vcombat;Virtual Combat;1993;VR8 Inc.;256;208;0
vcop;Virtua Cop (Revision B);1994;Sega;496;384;0
vcop;Virtua Cop (Revision B);1994;Sega;496;384;0
vcop2;Virtua Cop 2;1995;Sega;496;384;0
vdogdeme;V-Dog (prototype, earlier);200?;VRT;256;240;0
vdogdemo;V-Dog (prototype);200?;VRT;256;240;0
vector06;Vector 06c;1987;<unknown>;320;320;0
vector1;Vector 1+ (DD drive);1979;Vector Graphic;640;240;0
vector4;Vector 4;19??;Vector Graphics;640;240;0
vectrex;Vectrex;1982;General Consumer Electronics;;;270
vega;Vega;1982;Olympia;560;240;270
vegasslw;Royal Vegas Joker Card (slow deal);1993;Fun World;384;232;0
vendetta;Vendetta (World, 4 Players, ver. T);1991;Konami;304;224;0
venom;Venom & Spider-Man - Separation Anxiety (SNES bootleg);1997;bootleg;512;225;0
venture;Venture (version 5 set 1);1981;Exidy;256;256;0
version4;Version 4 (Version 4.3R CGA);2006;Amcoe;512;288;0
vesta;PK8000 Vesta;1987;BP EVM;288;224;0
vf;Virtua Fighter;1993;Sega;496;384;0
vf2;Virtua Fighter 2 (Version 2.1);1994;Sega;496;384;0
vf3;Virtua Fighter 3 (Revision D);1996;Sega;496;384;0
vg5k;VG-5000;1984;Philips;336;270;0
vg8010;VG-8010 (MSX1);1984;Philips;280;216;0
vg802020;VG-8020-20 (MSX1);1985;Philips;280;216;0
vg8230;VG-8230 (MSX2);1986;Philips;543;567;0
vg8235;VG-8235 (MSX2);1986;Philips;543;567;0
vg8240;VG-8240 (MSX2);1986;Philips;543;567;0
vgoalsoc;V Goal Soccer (Europe);1994;Tecmo;320;224;0
vgpmini;VG Pocket Mini (VG-1500);200?;Performance Designed Products;256;240;0
vgpocket;VG Pocket (VG-2000);2005;Performance Designed Products;256;240;0
vgtablet;VG Pocket Tablet (VG-4000);2006;Performance Designed Products (licensed by Konami);256;240;0
vhunt2;Vampire Hunter 2: Darkstalkers Revenge (Japan 970929);1997;Capcom;384;224;0
vic10;VIC-10 / Max Machine / UltiMax (NTSC);1982;Commodore Business Machines;418;235;0
vic1001;VIC-1001 (Japan);1980;Commodore Business Machines;200;248;0
victhc95;HC-95 (MSX2);1986;Victor;543;465;0
victlapw;Ace Driver: Victory Lap (Rev. ADV2, World);1996;Namco;640;480;0
victnine;Victorious Nine;1984;Taito;256;224;0
victor21;Victor 21;1990;Subsino / Buffy;512;224;0
victor5;Victor 5;1991;Subsino / Buffy;512;224;0
victor6;Victor 6 (v2.3N);1995;American Alpha;512;224;0
victor9k;Victor 9000;1982;Victor Business Products;640;480;0
victory;Victory;1982;Exidy;256;256;0
victoryc;Victory (Comsoft);1982;Comsoft;768;224;270
victroad;Victory Road;1986;SNK;288;216;270
vidbrain;VideoBrain FamilyComputer;1977;VideoBrain Computer Company;214;241;0
videight;Video Eight;2001;Macro;768;224;90
video21;Video 21;1980?;Video Games GmbH;256;224;0
videopin;Video Pinball;1979;Atari;304;256;270
videopkr;Video Poker;1984;InterFlip;208;208;0
videtron;Videotron Poker (cards selector, set 1);198?;<unknown>;256;232;0
vidvince;Video Vince and the Game Factory (prototype);1984;Mylstar;256;240;0
vigilant;Vigilante (World, Rev E);1988;Irem;254;256;0
vii;Vii;2007;Jungle Soft / KenSingTon / Siatronics;320;240;0
vikingt;Viking Treasure;199?;Konami;287;223;0
vimana;Vimana (World, set 1);1991;Toaplan;320;240;270
vindctr2;Vindicators Part II (rev 3);1988;Atari Games;336;240;0
vindictr;Vindicators (rev 5);1988;Atari Games;336;240;0
vinvader;Invaders (VTech);1981;VTech;233;1080;0
viofight;Violence Fight (World);1989;Taito Corporation Japan;320;224;0
viostorm;Violent Storm (ver EAC);1993;Konami;384;224;0
vip;Cosmac VIP (VP-711);1977;RCA;100;246;0
vip2000;unknown 'VIP 2000' game;2001;Paloma-Elektronik?;400;300;0
viper;Viper (rev 3);1988;Leland Corporation;320;240;0
viprp1;Viper Phase 1 (New Version, World);1995;Seibu Kaihatsu;320;240;270
viprsega;Viper Night Drivin' (2.01);1998;Sega;128;32;0
vis;Video Information System MD-2500;1992;Tandy/Memorex;640;480;0
vitaminc;Mahjong Vitamin C (Japan);1989;Home Data;432;224;0
vixen;Vixen;1984;Osborne;648;260;0
vjdash;VJ Visual & Music Slap;1999;Jaleco;320;224;0
vjdash;VJ Visual & Music Slap;1999;Jaleco;320;224;0
vjdash;VJ Visual & Music Slap;1999;Jaleco;320;224;0
vjdash;VJ Visual & Music Slap;1999;Jaleco;320;224;0
vk100;VK100 'GIGI';1980;Digital Equipment Corporation;720;350;0
vl70;VL70-m;1996;Yamaha;900;241;0
vmetal;Varia Metal;1995;Excellent System;304;224;90
volfied;Volfied (World, revision 1);1989;Taito Corporation Japan;320;240;270
vollyrmt;Volly (Ramtek) [TTL];1973;Ramtek;455;262;0
von;Cyber Troopers Virtual-On (USA, Revision B);1995;Sega;496;384;0
von2;Virtual On 2: Oratorio Tangram (Revision B);1998;Sega;496;384;0
vortex;Vortex;1980;Zilec Electronics;260;224;270
votrpss;Personal Speech System;1982;Votrax;640;240;0
votrtnt;Type 'N Talk;1980;Votrax;640;240;0
voyager;Star Trek: Voyager;2002;Team Play/Game Refuge/Monaco Entertainment;640;480;0
vp122;Viewpoint 122;1985;ADDS;800;240;0
vp415;VP415;1983;Philips;320;240;0
vp60;Viewpoint 60;1982;ADDS;1280;250;0
vpainter;Video Painter (PAL);1991;Video Technology;264;230;0
vpoker;Videotronics Draw Poker;198?;Videotronics, Inc.;480;240;0
vr;Virtua Racing;1992;Sega;496;384;0
vreader;V.Reader (US, English, 2011-10-17);2011;VTech;320;240;0
vreadere;Reader Laptop E (Germany);2004;Video Technology;512;256;0
vrnwrld;Verne's World;1996;Spinball;128;32;0
vroulet;Vegas Roulette;1989;World Game;256;224;90
vs2;Virtua Striker 2 (Step 2.0, Export, USA);1997;Sega;496;384;0
vs298;Virtua Striker 2 '98 (Step 2.0);1998;Sega;496;384;0
vs2v991;Virtua Striker 2 '99.1 (Export, USA, Revision B);1998;Sega;496;384;0
vsav;Vampire Savior: The Lord of Vampire (Euro 970519);1997;Capcom;384;224;0
vsav2;Vampire Savior 2: The Lord of Vampire (Japan 970913);1997;Capcom;384;224;0
vsbball;Vs. BaseBall (US, set BA E-1);1984;Nintendo of America;256;240;0
vsbball;Vs. BaseBall (US, set BA E-1);1984;Nintendo of America;256;240;0
vsfdf;Vs. Freedom Force;1988;Sunsoft;256;240;0
vsgongf;VS Gong Fight;1984;Kaneko;256;224;90
vsgradus;Vs. Gradius (US, set GR E);1986;Konami;256;240;0
vsgshoe;Vs. Gumshoe (set GM5);1986;Nintendo;256;240;0
vshoot;J-League Soccer V-Shoot (Japan);1994;Namco;288;224;0
vsmahjng;Vs. Mahjong (Japan);1984;Nintendo Co., Ltd.;256;240;0
vsmahjng;Vs. Mahjong (Japan);1984;Nintendo Co., Ltd.;256;240;0
vsmile;V.Smile;2005;VTech;320;240;0
